ID1,ID2,Alignment Score
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sp. gi|61374302|gb|AAX44140.1| 2,119.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sp. gi|61374308|gb|AAX44143.1| 2,118.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sp. gi|61374300|gb|AAX44139.1| 2,118.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Prorocentrum donghaiense gi|145423860|gb|ABP68562.1| 2,111.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Prorocentrum hoffmannianum gi|194354508|gb|ACF54733.1| 2,111.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Prorocentrum hoffmannianum gi|194354510|gb|ACF54734.1| 2,115.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Prorocentrum hoffmannianum gi|194354522|gb|ACF54740.1| 2,112.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Prorocentrum lima Unigene3917_All 3,165.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Prorocentrum lima Unigene44187_All 7,164.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Prorocentrum lima CL3053.Contig5_All 10,153.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Prorocentrum micans gi|113204663|gb|ABI34078.1| 2,121.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Prorocentrum micans gi|194354514|gb|ACF54736.1| 2,115.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Prorocentrum micans gi|194354516|gb|ACF54737.1| 2,112.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Prorocentrum rhathymum gi|194354520|gb|ACF54739.1| 2,114.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Ochrophyta Coscinodiscophyceae Skeletonema costatum gi|113204661|gb|ABI34077.1| 2,123.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|1119701989|ref|WP_072620081.1| 9,153.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|57638629|gb|AAW55352.1| 2,113.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|57638627|gb|AAW55351.1| 2,113.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Symbiodinium microadriaticum gi|1129182889|gb|OLP89862.1| 5,164.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Symbiodinium microadriaticum gi|1129167743|gb|OLP78851.1| 17,292.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Chromista Myzozoa Dinophyceae Symbiodinium microadriaticum gi|1129165202|gb|OLP77217.1| 3,172.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Bacteria Cyanobacteria Cyanophyceae Trichodesmium erythraeum gi|499932459|ref|WP_011613193.1| 9,167.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Bacteria Cyanobacteria Cyanophyceae Trichodesmium erythraeum gi|110168326|gb|ABG52866.1| 6,172.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Bacteria Cyanobacteria Cyanophyceae Trichodesmium erythraeum gi|499932462|ref|WP_011613196.1| 6,172.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Bacteria Cyanobacteria Cyanophyceae Trichodesmium thiebautii gi|57638725|gb|AAW55400.1| 2,112.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.4725 2,Bacteria Cyanobacteria Cyanophyceae Trichodesmium thiebautii gi|57638727|gb|AAW55401.1| 2,118.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,164.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Gambierdiscus excentricus gi|1149076462|gb|AQS99203.1| 3,159.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Gambierdiscus excentricus gi|1149076676|gb|AQS99310.1| 2,175.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Gambierdiscus excentricus gi|1149076402|gb|AQS99173.1| 2,181.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Gambierdiscus pacificus gi|1842959121|gb|QJU71797.1| 2,147.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Gambierdiscus polynesiensis gi|1149076450|gb|AQS99197.1| 2,188.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Gambierdiscus polynesiensis gi|1149076688|gb|AQS99316.1| 3,183.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Gambierdiscus polynesiensis gi|1149076696|gb|AQS99320.1| 3,159.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Viridiplantae Chlorophyta core chlorophytes Gonium pectorale gi|1004138199|gb|KXZ46216.1| 31,166.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Hematodinium sp. gi|818211084|gb|AKG25414.1| 13,186.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Hematodinium sp. gi|818211082|gb|AKG25413.1| 15,162.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Hematodinium sp. gi|818211088|gb|AKG25416.1| 9,175.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Karenia brevis gi|148536473|gb|ABQ85796.1| 2,161.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Karenia brevis gi|198444933|gb|ACH88381.1| 2,105.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Karenia brevis gi|198444898|gb|ACH88363.1| 6,157.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Karenia mikimotoi gi|941355196|dbj|BAT21732.1| 2,148.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Karenia mikimotoi gi|941355188|dbj|BAT21728.1| 2,163.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Karenia mikimotoi gi|941355198|dbj|BAT21733.1| 2,172.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Karlodinium sp. gi|113204665|gb|ABI34079.1| 2,117.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361090430|ref|WP_106290345.1| 4,155.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361087848|ref|WP_106287763.1| 6,169.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,161.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,164.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|1334967573|ref|WP_103112245.1| 3,157.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|1111745713|dbj|BAW32334.1| 16,167.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis aeruginosa gi|9965356|gb|AAG10057.1| 2,114.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis aeruginosa gi|193875668|gb|ACF24471.1| 2,122.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis aeruginosa gi|1733587002|dbj|GCA87397.1| 8,172.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis flos-aquae gi|1706109573|gb|TRV31866.1| 7,175.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis flos-aquae gi|1706105840|gb|TRV28337.1| 6,175.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis flos-aquae gi|1706116602|gb|TRV38529.1| 5,169.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis novacekii gi|1706062286|gb|TRU87067.1| 9,170.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis novacekii gi|1706068113|gb|TRU92512.1| 11,174.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis novacekii gi|1706068115|gb|TRU92514.1| 9,154.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis panniformis gi|1706162145|gb|TRV81286.1| 15,164.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis panniformis gi|914402333|gb|AKV70002.1| 6,171.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis panniformis gi|914402336|gb|AKV70005.1| 5,153.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis sp. gi|1705982252|gb|TRU12518.1| 8,170.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis sp. gi|1705937141|gb|TRT70605.1| 5,153.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis sp. gi|1705957026|gb|TRT88728.1| 6,172.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis viridis gi|1706041433|gb|TRU67710.1| 9,171.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis viridis gi|1706052071|gb|TRU77618.1| 9,171.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis viridis gi|1519311139|dbj|BBH42730.1| 11,168.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis wesenbergii gi|1706101380|gb|TRV24113.1| 5,157.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis wesenbergii gi|1706068711|gb|TRU93087.1| 7,177.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Microcystis wesenbergii gi|1706072375|gb|TRU96575.1| 7,152.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Plantae Chlorophyta Mamiellophyceae Micromonas commoda gi|255071123|ref|XP_002507643.1| 39,150.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Plantae Chlorophyta Mamiellophyceae Micromonas commoda gi|255070925|ref|XP_002507544.1| 23,161.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Plantae Chlorophyta Mamiellophyceae Micromonas commoda gi|226522819|gb|ACO68802.1| 23,161.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Plantae Chlorophyta Mamiellophyceae Micromonas pusilla gi|303273142|ref|XP_003055932.1| 2,120.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Plantae Chlorophyta Mamiellophyceae Micromonas pusilla gi|226462414|gb|EEH59706.1| 25,162.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Plantae Chlorophyta Mamiellophyceae Micromonas pusilla gi|226462028|gb|EEH59320.1| 2,110.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Protozoa Choanozoa Choanoflagellatea Monosiga brevicollis gi|167535569|ref|XP_001749458.1| 10,177.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Protozoa Choanozoa Choanoflagellatea Monosiga brevicollis gi|167516226|ref|XP_001742454.1| 4,161.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Protozoa Choanozoa Choanoflagellatea Monosiga brevicollis gi|163772086|gb|EDQ85743.1| 10,177.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria acuminata gi|427999447|gb|AFY80290.1| 7,155.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria acuminata gi|504962338|ref|WP_015149440.1| 5,157.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria acuminata gi|504959838|ref|WP_015146940.1| 7,155.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria nigro-viridis gi|504990109|ref|WP_015177211.1| 6,156.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria nigro-viridis gi|428242166|gb|AFZ07952.1| 6,156.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria nigro-viridis gi|428240892|gb|AFZ06678.1| 2,144.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sancta gi|61374291|gb|AAX44135.1| 2,123.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sp. gi|61374302|gb|AAX44140.1| 2,112.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sp. gi|61374308|gb|AAX44143.1| 2,119.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Oscillatoria sp. gi|61374300|gb|AAX44139.1| 2,112.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Prorocentrum donghaiense gi|145423860|gb|ABP68562.1| 2,116.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Prorocentrum hoffmannianum gi|194354508|gb|ACF54733.1| 2,117.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Prorocentrum hoffmannianum gi|194354510|gb|ACF54734.1| 2,118.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Prorocentrum hoffmannianum gi|194354522|gb|ACF54740.1| 2,107.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Prorocentrum lima Unigene3917_All 3,181.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Prorocentrum lima Unigene44187_All 7,188.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Prorocentrum lima CL3053.Contig5_All 10,157.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Prorocentrum micans gi|113204663|gb|ABI34078.1| 2,117.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Prorocentrum micans gi|194354514|gb|ACF54736.1| 2,123.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Prorocentrum micans gi|194354516|gb|ACF54737.1| 2,113.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Prorocentrum rhathymum gi|194354520|gb|ACF54739.1| 2,109.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Ochrophyta Coscinodiscophyceae Skeletonema costatum gi|113204661|gb|ABI34077.1| 2,115.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|1119701989|ref|WP_072620081.1| 9,160.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|57638629|gb|AAW55352.1| 2,109.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Spirulina major gi|57638627|gb|AAW55351.1| 2,110.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Symbiodinium microadriaticum gi|1129182889|gb|OLP89862.1| 5,173.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Symbiodinium microadriaticum gi|1129167743|gb|OLP78851.1| 17,285.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Chromista Myzozoa Dinophyceae Symbiodinium microadriaticum gi|1129165202|gb|OLP77217.1| 3,178.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Trichodesmium erythraeum gi|499932459|ref|WP_011613193.1| 9,172.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Trichodesmium erythraeum gi|110168326|gb|ABG52866.1| 6,180.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Trichodesmium erythraeum gi|499932462|ref|WP_011613196.1| 6,180.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Trichodesmium thiebautii gi|57638725|gb|AAW55400.1| 2,114.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.6878 2,Bacteria Cyanobacteria Cyanophyceae Trichodesmium thiebautii gi|57638727|gb|AAW55401.1| 2,118.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Gambierdiscus excentricus gi|1149076462|gb|AQS99203.1| 3,152.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Gambierdiscus excentricus gi|1149076676|gb|AQS99310.1| 2,160.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Gambierdiscus excentricus gi|1149076402|gb|AQS99173.1| 2,170.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Gambierdiscus pacificus gi|1842959121|gb|QJU71797.1| 2,154.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Gambierdiscus polynesiensis gi|1149076450|gb|AQS99197.1| 2,156.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Gambierdiscus polynesiensis gi|1149076688|gb|AQS99316.1| 3,170.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Gambierdiscus polynesiensis gi|1149076696|gb|AQS99320.1| 3,154.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Viridiplantae Chlorophyta core chlorophytes Gonium pectorale gi|1004138199|gb|KXZ46216.1| 31,174.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Hematodinium sp. gi|818211084|gb|AKG25414.1| 13,180.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Hematodinium sp. gi|818211082|gb|AKG25413.1| 15,169.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Hematodinium sp. gi|818211088|gb|AKG25416.1| 9,171.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Karenia brevis gi|148536473|gb|ABQ85796.1| 2,158.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Karenia brevis gi|198444933|gb|ACH88381.1| 2,109.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Karenia brevis gi|198444898|gb|ACH88363.1| 6,169.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Karenia mikimotoi gi|941355196|dbj|BAT21732.1| 2,158.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Karenia mikimotoi gi|941355188|dbj|BAT21728.1| 2,155.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Karenia mikimotoi gi|941355198|dbj|BAT21733.1| 2,156.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Chromista Myzozoa Dinophyceae Karlodinium sp. gi|113204665|gb|ABI34079.1| 2,118.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361090430|ref|WP_106290345.1| 4,165.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1361087848|ref|WP_106287763.1| 6,162.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Bacteria Cyanobacteria Cyanophyceae Merismopedia glauca gi|1360376726|gb|PSB01380.1| 6,167.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|513469370|gb|EPF17203.1| 12,176.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|1334967573|ref|WP_103112245.1| 3,162.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Bacteria Cyanobacteria Cyanophyceae Microcystis  gi|1111745713|dbj|BAW32334.1| 16,164.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Bacteria Cyanobacteria Cyanophyceae Microcystis aeruginosa gi|9965356|gb|AAG10057.1| 2,113.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Bacteria Cyanobacteria Cyanophyceae Microcystis aeruginosa gi|193875668|gb|ACF24471.1| 2,123.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Bacteria Cyanobacteria Cyanophyceae Microcystis aeruginosa gi|1733587002|dbj|GCA87397.1| 8,179.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Bacteria Cyanobacteria Cyanophyceae Microcystis flos-aquae gi|1706109573|gb|TRV31866.1| 7,180.0
Chromista Myzozoa Dinophyceae Gambierdiscus caribaeus Cluster-13398.23046 13,Bacteria Cyanobacteria Cyanophyceae Microcystis flos-aquae gi|1706105840|gb|TRV28337.1| 6,179.0
